Rank;PrimaryOutcomeMeasure;PrimaryOutcomeTimeFrame;OverallStatus;LastKnownStatus;LastUpdatePostDate
301;Phase 1b: To determine the Recommended Phase 2 Dose of the Combination (RP2DC) of TU2218 given with Pembrolizumab in selected advanced solid tumors|Phase 2a: To evaluate the efficacy of TU2218 by evaluating the Overall Response rate (ORR) of TU2218 administered in combination with Pembrolizumab in selected advanced solid tumors;During the first 21-day period (Cycle 1)|24 weeks;Recruiting,;March 27, 2023
302;Dose Determination;18 months;Completed,;March 8, 2022
303;Determine the safety and tolerability of GL-ONC1, administered intravenously to patients with advanced solid tumors.;Every 30 minutes for 2 hours after each administration of GL-ONC1, then daily until discharge and on day 8, then weekly up to day 21, then week 12 and week 24;Completed,;December 14, 2015
304;Determination of recommended phase II dose (RP2D) of pantoprazole given with doxorubicin at 60mg/m2;Treatment until documented progression or up to 8 21-day cycles (4 cycles if prior anthracyclines received). All patients followed for late toxicities, every 3 months for 1 year or until all drug related toxicities are resolved/become unrelated.;Completed,;July 15, 2015
305;Incidence of dose-limiting toxicities (DLTs) and treatment emergent adverse events|Determine maximum tolerated dose (MTD);28 days|20 months;Completed,;April 5, 2022
306;Number of patients with dose-limiting toxicity as determinant of the maximum tolerated dose/recommended dose;From date of first dose to off-study (or 30 days since last dose);Completed,;November 13, 2014
307;Number of Participants Experiencing Adverse Events (AEs)|Number of Participants Experiencing Severe AEs (SAEs);From the time the participants signed the informed consent to 90 days after the final dose (Up to 3 years and 7 months)|From the time the participants signed the informed consent to 90 days after the final dose (Up to 3 years and 7 months);Completed,;February 28, 2023
308;Standardized uptake value（SUV）;2 years;Recruiting,;June 28, 2022
309,,;Completed,;February 28, 2013
310;Determine the number and type of adverse events to characterize the safety of PC14586|Establish the maximum tolerated dose (MTD) (Phase 1)|Establish the Recommended Phase 2 Dose (RP2D) (Phase 1)|Response rate assessment to evaluate the clinical activity / efficacy of PC14586 (Phase 2);48 months for study (Phase 1 and 2)|The first 21 days of treatment (Cycle 1) per patient|20 months for study (end of Phase 1)|48 months for study (Phase 1 and 2);Recruiting,;August 16, 2022
311;Incidence of adverse events (AE) of HX009 in patients with advanced solid tumors|Incidence of Dose Limiting Toxicities (DLT) in HX009 in patients with advanced solid tumors;Collected adverse events from signing of informed consent through at least 28 days after the end of treatment, or until other cancer treatment regimens have been started (whichever occurs earlier).|At the end of Cycle 2 (each cycle is 14 days);Active, not recruiting,;February 16, 2023
312;To estimate the rate of immune response of this immunotherapy treatment;70 days;Completed,;November 6, 2017
313;Confirmed Objective Response Rate (Breast, Cervical Cohorts)|Objective Response Rate - First Tumor Assessment (Other Cohorts);From enrollment date to first confirmed Complete or Partial Response, whichever came earlier, up to 18 months|From enrollment date to first Complete or Partial Response, whichever came earlier, up to 8 or 9 weeks;Completed,;January 19, 2023
314;Phase Ia：To determine the maximum tolerated dose (MTD)|2. Phase Ib/II: To evaluate clinical activity/efficacy of HS-10370 by assessment of objective response rate;From the single dose to the last dose of the first cycle defined as 21 days of multiple dosing (28 days).|up to 24 months;Not yet recruiting,;May 10, 2022
315,,;Unknown status;Active, not recruiting;December 19, 2013
316;Dose Limiting Toxicities (DLTs)|Objective Response Rate;Baseline through Cycle 1 (28 day cycle)|Baseline through measured progressive disease (estimated up to 24 months);Recruiting,;March 24, 2023
317;Objective Response Rate (ORR);Up to approximately 2 years;Recruiting,;April 7, 2022
318;detection rate of 68Ga-PSMA PET/CT;up to 36 months;Unknown status;Recruiting;February 26, 2021
319,,;Completed,;February 11, 2013
320;Incidence and severity of adverse events (AEs);Up to 1 years;Recruiting,;August 2, 2022
321;Area under the plasma concentration-time curve from zero to infinity for AZD1775|Area under the plasma concentration-time curve from time zero to the time t (AUC0-t) of the last quantifiable concentration for AZD1775|Cmax: maximum plasma drug concentration for AZD1775;Blood samples are collected on Day 1 of each treatment period at pre-dose, 0.25, 0.5, 0.75, 1, 2, 3, 4, 6, 8, 10, 12, 24, 36, 48, and 72 hours post AZD1775 dose|Blood samples are collected on Day 1 of each treatment period at pre-dose, 0.25, 0.5, 0.75, 1, 2, 3, 4, 6, 8, 10, 12, 24, 36, 48, and 72 hours post AZD1775 dose|Blood samples are collected on Day 1 of each treatment period at pre-dose, 0.25, 0.5, 0.75, 1, 2, 3, 4, 6, 8, 10, 12, 24, 36, 48, and 72 hours post AZD1775 dose;Completed,;April 30, 2018
322;Maximum tolerated dose of lenalidomide|Dose-limiting toxicity of lenalidomide,;Completed,;July 8, 2011
323;Frequency of adverse events (AEs) and SAE|Severity of AEs in patients with solid tumors enrolled in the study.|Dose limiting toxicities (DLTs) BJ-001 as a single agent|Dose limiting toxicities (DLTs) BJ-001 in combination with pembrolizumab inhibitor.;90 days after the last dose|From Day 1 of treatment up to 30 days after last dose|at the end of week 4 after first dose|at the end of week 4 after first dose;Recruiting,;June 8, 2022
324;Functional decline - Katz (ADL)|Functional decline - Katz (ADL)|Functional decline - Lawton (IADL)|Functional decline - Lawton (IADL)|Physical decline - walking speed|Physical decline - walking speed|Physical decline - prehension force|Physical decline - prehension force|Cognitive decline - MMSE 30|Cognitive decline - MMSE 30|Quality of life - SF 36|Quality of life - SF36;3 months after oncologic treatment|6 months after oncologic treatment|3 months after oncologic treatment|6 months after oncologic treatment|3 months after oncologic treatment|6 months after oncologic treatment|3 months after oncologic treatment|6 months after oncologic treatment|3 months after oncologic treatment|6 months after oncologic treatment|3 months after oncologic treatment|6 months after oncologic treatment;Completed,;April 4, 2019
325;Part A: Number of Participants With Dose Limiting Toxicities (DLTs): Maximum Tolerated Dose of Ramucirumab|Population Pharmacokinetics (PK): Minimum Concentration (Cmin) of Ramucirumab|Number of Participants With Anti-Ramucirumab Antibodies;Baseline to Study Completion (Up to 42 Months)|Predose, Cycle 1 Day 1 (end of infusion (EOI), 1 hour after EOI) and Cycle 1 Day 43 (1 hour after EOI)|Predose Cycle 1 Day 1 through Follow-Up (Up to 42 Months);Completed,;August 17, 2021
326;Change From Time-Matched Baseline in QT Interval Corrected for Heart Rate (QTc);Baseline, Cycle1 Day 1, 8,15, 22, 29, and 36: Pre-infusion, End of Infusion, 1 Hour (hr), 2, 4, 24, 48, 72 hr Post Infusion;Completed,;July 25, 2016
327;"Safety and tolerability of the combination of ABT-888 with topotecan hydrochloride in patients with refractory solid tumors and lymphomas; Establish the maximum tolerated dose of ABT-888 with topotecan hydrochloride.,";Completed,;July 2, 2017
328;To determine the safety, toxicity and maximum tolerated dose of CRLX101 when administered intravenously to subjects with advanced solid tumors.;6 months;Completed,;May 28, 2020
329;Dose Limiting Toxicity;2 years;Active, not recruiting,;April 4, 2022
330;Causality of each adverse event to Aurora B/C kinase inhibitor GSK1070916A and grading severity according to NCI CTCAE Version 4.02|Maximum-tolerated dose (MTD),;Completed,;May 1, 2013
331;To determine the safety, tolerability, dose-limiting toxicities (DLT), maximum acceptable dose (MAD) and maximum tolerated dose (MTD) of CHR-3996 when administered orally to patients with advanced or treatment refractory solid tumours;After 28 days treatment;Completed,;November 28, 2011
332;Frequency of adverse events (AEs) and SAEs (Phase Ⅰ)|Dose limiting toxicities (DLTs) (Phase Ⅰ)|Objective response rate (ORR) in dose expansion (Phase Ⅱa);3 months after end event visit|21 days after first dose|Baseline through up to 2 years or until disease progression;Not yet recruiting,;July 12, 2021
333;Number of Participants Who Experienced a Dose Limiting Toxicity (DLT) During Cycle 1|Maximum Tolerated Dose (MTD) of MK-2206 Administered Every Other Day (QOD) in Combination With Carboplatin and Paclitaxel|MTD of MK-2206 Administered Every Three Weeks (Q3W) in Combination With Carboplatin and Paclitaxel|MTD of MK-2206 Administered QOD in Combination With Docetaxel|MTD of MK-2206 Administered Q3W in Combination With Docetaxel|MTD of MK-2206 Administered QOD in Combination With Erlotinib|MTD of MK-2206 Administered Once Every Week (QW) in Combination With Erlotinib|Maximum Plasma Concentration of MK-2206 (Cmax)|Time to Maximum Plasma Concentration of MK-2206 (Tmax)|Minimum Plasma Concentration of MK-2206 (Ctrough)|Area Under the MK-2206 Concentration Versus Time Curve From Time Zero to 48 Hours Postdose (AUC 0-48h);Cycle 1 (Up to 21 days)|Cycle 1 (Up to 21 days)|Cycle 1 (up to 21 days)|Cycle 1 (up to 21 days)|Cycle 1 (up to 21 days)|Cycle 1 (up to 21 days)|Cycle 1 (up to 21 days)|At designated time points on Cycle 1 Day 1 (Up to 96 hours)|At designated time points on Cycle 1 Day 1 (Up to 96 hours)|At designated time points on Cycle 1 Day 1 (Up to 48 hours)|At designated time points on Cycle 1 Day 1 (Up to 48 hours);Completed,;November 12, 2019
334;Occurrence of treatment emergent adverse events (TEAEs) including Grade ≥3, serious, or fatal TEAEs by causal relationship to trial treatment|Occurrence of dose reductions and discontinuation of BNT142 due to TEAEs|Part 1: Occurrence of dose-limiting toxicities (DLTs) during the DLT evaluation period (Cycle 1, i.e., 21 days after the first dose) during the dose escalation|Part 2: Objective response rate (ORR);From first dose to 60 days after the last dose of BNT142|From first dose to 60 days after the last dose of BNT142|assessed during the first cycle (21 days) in each cohort|at least 48 months subsequent to first dose, are lost to follow-up, or have died;Recruiting,;February 23, 2023
335;Objective tumour response rate;at 12 weeks;Withdrawn,;January 26, 2023
336;Safety and tolerability|Maximum Tolerated Dose and Recommended Phase 2 Dose;2 Years|2 years;Active, not recruiting,;January 13, 2023
337;Relative abundance and composition of immunotherapy response-associated bacterial species in patients with advanced/unresectable or metastatic solid tumors|Relative abundance and composition of immunotherapy toxicity-associated bacterial species in patients with advanced/unresectable or metastatic solid tumors;6 months|12 months;Recruiting,;May 5, 2022
338;To evaluate the tolerability and safety;1 year;Completed,;July 4, 2011
339;Incidence of adverse events (AE) in HX301 Monolactate Capsules in patients with advanced solid tumors|Incidence of Dose Limiting Toxicities (DLT) in HX301 Monolactate Capsules in patients with advanced solid tumors;Collected adverse events from signing of informed consent through at least 30 days after the end of treatment, or until other cancer treatment regimens have been started (whichever occurs earlier)|At the end of Cycle 1（each cycle is 28 days）;Active, not recruiting,;February 16, 2023
340;To detect circulating tumor DNA (ctDNA) in serial blood samples from patients with pediatric non-CNS solid tumors using low pass whole genome sequencing.;10 years;Recruiting,;March 1, 2023
341;Number of Participants who Experience a Dose-limiting Toxicity (DLT)|Number of Participants who Experience an Adverse Event (AE);Day 1 to Day 21|Up to approximately 3 years;Recruiting,;March 9, 2023
342;Number of Participants with Dose-limiting Toxicities Following DS-1103a Combination Therapy (Dose Escalation)|Overall Number of Participants With Treatment-emergent Adverse Events and Serious Adverse Events Following DS-1103a Combination Therapy (Dose Expansion)|Number of Participants With Objective Response Rate Assessed by Blinded Independent Central Review Following DS-1103a Combination Therapy (Dose Expansion);From Cycle 1 Day 1 up to 3-month safety follow up (each cycle is 21 days)|Screening (Day -28 to 0) through long-term follow up, up to approximately 44 months|Baseline up until documented progressive disease, unacceptable toxicity, death, lost to follow-up, or withdrawal by the participant, up to approximately 44 months;Not yet recruiting,;March 13, 2023
343;Event Free Survival;Length of study;Completed,;February 20, 2014
344;Anti-tumor activity of AK104 using objective response rate (ORR) based on RECIST v1.1 as assessed by the investigator;Up to 2 years;Completed,;October 12, 2022
345;Number of participants with treatment-related adverse events/dose limiting toxicity as assessed by CTCAE v4.0;6 weeks after infusion;Recruiting,;October 12, 2022
346;number of participants experiencing dose limiting toxicities|number of participants experiencing clinical or laboratory adverse events|serum pharmacokinetics of DS-8895a;"day 1 through day 28|from start of treatment to end of treatment, on expected average 12 weeks|Cycle 1 - days 1, 2, 4, 8 and 15; Cycle 2-days 1, 2, 4, 8 and 15; Cycle 3 and on- days 1; end of study; 45 days post last dose";Completed,;July 22, 2019
347;To collect biologic samples from patients undergoing diagnostic or therapeutic interventions for premalignant, primary or metastatic solid tumors.;At time of surgery or biospy;Completed,;March 27, 2023
348;Subject incidence of Dose-limiting toxicities (DLT)|Number of subjects participants with adverse events|Plasma concentration of D-1553 as a single agent or in combination with other therapies in subjects wiht advanced or metastatic solid tumors with KRas G12C mutation.;through out the DLT period, approximately 21 days|Through study completion, approximately 3 years|Through study completion, approximately 3 years;Recruiting,;March 29, 2022
349;Safety and tolerability assessed by Dose Limiting Toxicity (DLT)|Safety and tolerability assessed by adverse events (AEs)|Safety and tolerability assessed by immune-related AEs (irAEs)|Safety and tolerability assessed by serious adverse events (SAEs)|Number of participants with laboratory value abnormalities and/or adverse events related to treatment|Safety and tolerability assessed by 12-lead electrocardiogram (ECG)|Number of participants with vital signs abnormalities and/or adverse events related to treatment|Number of participants with Physical Exam abnormalities and/or adverse events related to treatment|Safety and tolerability assessed by ECOG performance status|Pharmacokinetics (PK) of ASP8374 in serum: AUClast (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: AUCinf (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: AUCtau (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: Cmax (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: Ctrough (Initial treatment, escalation and expansion cohorts in both monotherapy and combination therapy)|Pharmacokinetics (PK) of pembrolizumab in serum: Ctrough (Initial treatment, escalation cohorts in combination therapy)|Pharmacokinetics (PK) of ASP8374 in serum: Ctrough (Re-treatment, escalation and expansion cohorts in both monotherapy and combination therapy)|Pharmacokinetics (PK) of ASP8374 in serum: tmax (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: t1/2 (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: CL (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: Vz (Initial treatment, escalation cohorts in monotherapy only)|Pharmacokinetics (PK) of ASP8374 in serum: Vss (Initial treatment, escalation cohorts in monotherapy only);"Up to 21 days|Up to 30 days following the last dose of study drug or until initiation of a new anti-cancer treatment, whichever comes first of each treatment period (Up to a maximum of 52 weeks)|Up to 30 days following the last dose of study drug or until initiation of a new anti-cancer treatment, whichever comes first of each treatment period (Up to a maximum of 52 weeks)|Up to 90 days following the last dose of study drug or until initiation of a new anti-cancer treatment, whichever comes first of each treatment period (Up to a maximum of 60 weeks)|Up to 30 days from last dose in safety follow up period for each treatment period (Up to a maximum of 52 weeks)|Up to end of treatment (up to 48 weeks for each treatment period)|Up to 90 days from last dose in safety follow up period for each treatment period (Up to a maximum of 60 weeks)|Up to end of treatment (up to 48 weeks for each treatment period)|Up to 30 days from last dose in safety follow up period of each treatment period (Up to a maximum of 52 weeks)|Cycle 1 and 7: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose (for cycle 1 only)|Cycle 1: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose (for cycle 1 only)|Cycle 1 and 7: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose (for cycle 1 only)|Cycle 1 and 7: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose (cycle 1 only)|Cycle 2, 4, 7, 10 and 15: day 1: predose 0 hr|Cycle 2, 4, 7, 10 and 15: day 1: predose 0 hr|Cycle 5, 10 and 15: day 1: predose 0 hr|Cycle 1 and 7: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose (cycle 1 only)|Cycle 1: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose|Cycle 1 and 7: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose (cycle 1 only)|Cycle 1: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose; day 22: 504 hr postdose|Cycle 7: day 1: predose 0 hr, end of dosing, 4 hr postdose; day 2: 24 hr postdose; day 3: 48 hr postdose; day 8: 168 hr postdose; day 15: 336 hr postdose";Completed,;May 20, 2022
350;Maximum tolerated dose,;Completed,;January 13, 2014
351;Safety and tolerability assessed by Adverse Events Characterization of the pharmacokinetic profile of gimatecan Anti-tumor activity assessed by Response Evaluation Criteria in Solid Tumors RECIST),;Completed,;November 19, 2009
352;Determine whether magnetic resonance image monitoring during radiofrequency interstitial thermal ablation can accurately predict complete destruction of focal tumor along with an adequate margin of normal tissue.;Patients are followed at 2 weeks and at 3, 6, 9, and 12 months.;Completed,;June 11, 2010
353,,;Completed,;March 7, 2011
354;Safety and Toxicity;Toxicity will be assessed at the beginning of every cycle and on day 8 and 15 of every cycle for at least eight weeks (2 cycles). Maximum of 6 cycles.;Terminated,;March 28, 2012
355;Compare FDG PET-based qualitative and quantitative tumor response assessment with standard CT immune RECIST criteria;6 months after completion of standard of care treatment;Completed,;February 8, 2019
356;MTD alvocidib when administered in conjunction with irinotecan hydrochloride and cisplatin;Course 1;Completed,;February 24, 2014
357;Objective Response Rate (ORR) According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v 1.1) By Investigator Assessment;Up to 4 years;Recruiting,;March 27, 2023
358;Overall Response Rate (ORR) - MET Exon 14 Cohort;2 years;Active, not recruiting,;February 14, 2023
359;The relationship between [18F]FPIA uptake and percent positive tumour cells reported as counts defined per area from whole section immunohistochemistry for PHH3.;6 months;Recruiting,;March 17, 2022
360;Number of patients with dose-limiting toxicity.;8 weeks;Completed,;April 12, 2022
361;Maximum tolerated dose (MTD);"Daily for 5 consecutive days repeated every 4 weeks for 1 cycle; evaluation of 4-6 dose escalations to determine an MTD";Completed,;August 1, 2012
362;Objective Response Rate (ORR);Approximately 12 months after dosed;Recruiting,;June 27, 2022
363;DOSE ESCALATION PRIMARY OUTCOME (Dose Limiting Toxicities (DLTs) at cycle 1)|DOSE EXPANSION PRIMARY OUTCOME (treatment-emergent Adverse Events);At the end of Cycle 1 (each cycle is 21 days)|Through study completion, up to 5 years;Recruiting,;August 10, 2022
364;To determine dose limiting toxicity, maximum tolerated dose and recommended Phase II dose of both capecitabine and 5-fluorouracil in this patient population.;2 years;Completed,;November 2, 2018
365;Incidence of Dose limiting toxicities;4 weeks;Completed,;October 5, 2020
366,,;Completed,;May 30, 2013
367;Number of Participants With at Least One Treatment-emergent Adverse Event (TEAE) and Treatment-emergent Serious Adverse Event (TESAE), Graded by Severity|Number of Participants With Dose-limiting Toxicities (DLTs)|Percentage of Participants With Complete Response (CR)|Percentage of Participants With Partial Response (PR)|Percentage of Participants With Stable Disease (SD)|Area Under the Plasma Concentration-Time Curve from Hour Zero to Hour 24 AUC[0-24] for ION537|Maximum Observed Plasma Concentration (Cmax) for ION537|Inhibition of Yes-associated Protein (YAP1) Expression;Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis)|Up to disease progression, death, start of new anticancer treatment, withdrawal of consent to study participation or end of the study, whichever occurs first (up to approximately 24 weeks for analysis);Completed,;December 21, 2022
368;Optimal Doses of Temozolomide and Bortezomib (Phase I)|Number of Patients With Clinical Anti-tumor Activity Phase II);up to 42 days|every 9 weeks to a maximum of 54 weeks;Terminated,;October 2, 2012
369;AE/SAE|MTD|RP2D;12 months after the last subject enrolled|12 months after the last subject enrolled|12 months after the last subject enrolled;Recruiting,;March 17, 2023
370;Incidence of Treatment-Emergent Adverse Events(Safety);up to 96 weeks;Recruiting,;December 30, 2022
371,,;Completed,;July 24, 2012
372;Tumor response to utidelone treatment;12 months from first study treatment;Recruiting,;January 10, 2023
373;Safety as assessed by NCI CTCAE v3.0|Feasibility of the drug combination|Maximum tolerated dose of temsirolimus in combination with pazopanib,;Withdrawn,;March 6, 2015
374,,;Completed,;April 30, 2015
375;Change in tumor burden.;22 weeks;Completed,;April 22, 2019
376;Maximum Tolerated Dose (MTD);Average of 3 Months;Completed,;January 13, 2023
377;Maximum-tolerated dose (MTD) based on the incidence of dose-limiting toxicity (DLT) as assessed by the Common Terminology Criteria (CTC) version 2.0|DLT defined as hematologic and non-hematologic toxicities toxicities attributable to drug administration occurring during or immediately subsequent to the first course as assessed by CTC version 2.0|Pharmacokinetics of gefitinib;28 days|28 days|At baseline, at 1, 2, 4, 6, 8, 12, and 24 hours after administration, at days 21 and 28, and at day 28 of subsequent courses;Completed,;January 23, 2013
378;Determination of the MTD of E7050 given orally twice daily. MTD is the highest dose at which no more than 1 out of 6 patients experiences dose-limiting toxicity (DLT);During the Run-in Phase and the first 5 weeks of treatment;Completed,;December 26, 2017
379;Safety and tolerability|Preliminary anti tumor activity;Up to 15 years after TK-8001 treatment (52 weeks core follow-up, 14 years long-term follow up)|Up to 15 years after TK-8001 treatment, or until disease progression;Recruiting,;March 14, 2023
380;Incidence of treatment-emergent adverse events (TEAEs), serious adverse events (SAEs), and dose-limiting toxicities (DLTs) in patients treated with IO-108|Incidence of treatment-emergent adverse events (TEAEs), serious adverse events (SAEs), and dose-limiting toxicities (DLTs) in patients treated with IO-108+pembrolizumab|Preliminary anti-tumor activity of IO-108 + pembrolizumab;through study completion, an average of 2 years|through study completion, an average of 2 years|through study completion, an average of 2 years;Recruiting,;October 12, 2022
381;Maximum Tolerated Dose (MTD) of Abraxane|Maximum Tolerated Dose (MTD) of Abraxane given with Carboplatin|Sequence-dependent toxicity;28 days|21 days|28 days;Completed,;March 6, 2012
382;To evaluate the toxicity and tolerability of and the maximum tolerated dose for QBI-139 in patients with advanced refractory solid tumors.;Cycle 1 (three weeks);Unknown status;Active, not recruiting;January 28, 2015
383;Determine the safety and toxicity profile of co-administration of disulfiram and copper gluconate for the treatment of refractory malignancies that have metastasized to the liver;July 2011;Completed,;October 31, 2014
384;Dose escalation part： Safety and tolerability of SHR-1701 in advanced malignancies.|Clinical expansion Part: Objective Response Rate（ORR）;Up to 3/4 weeks.|Up to 6 weeks;Active, not recruiting,;November 8, 2022
385,,;Completed,;January 6, 2014
386,,;Completed,;February 5, 2013
387,,;Completed,;March 30, 2018
388;Maximum Tolerated Dose (MTD) (Dose Escalation Phase)|Recommended Phase 2 Dose (RP2D) (Dose Escalation Phase)|Number of Grade 3, 4 and 5 Adverse Events (AEs) Related to TT-702 (Dose Escalation Phase)|Assess Number of Patients with Confirmed Complete Response (CR) and Partial Response (PR) (MSI/MMR and TNBC Arms Expansion Phase)|Assess Number of Patients with Confirmed CR and PR (mCRPC Arms Expansion Phase);"Day 1 to Day 21|Day 1 to off-study visit (max. 13 months)|Safety data will be collected from the time of informed consent until 21 days after the last dose of TT-702. The average time from consent to the end of follow up will be presented.|Radiological assessment within 28 days before starting TT-702; end of every 3 cycles (21-day cycles) up to 6 months then every 4 cycles & treatment discontinuation and/or off-study visit (max. 13 months)|Radiological assessment (CT/MRI) within 28 days & bone scan (if required) within 8 weeks before starting TT-702; end of every 3 cycles (21-day cycles) up to 6 months then every 4 cycles & treatment discontinuation and/or off-study visit (max. 13 months)";Recruiting,;March 9, 2022
389;The assessment of Treatment-related Adverse Events of SHR-A1403 in subjects with advanced solid tumors|DLT|MTD;up to 24 months|up to 24 months|up to 24 months;Completed,;October 28, 2022
390;CYP3A4;One study day;Recruiting,;August 29, 2022
391;Percentage of Participants Experiencing Dose Limiting Toxicities (DLTs) in Safety Run-in Cohort|Percentage of Participants Experiencing Treatment-Emergent Adverse Events|Objective Response Rate (ORR) Assessed by Response Evaluation Criteria In Solid Tumors (RECIST);Up to 5 Weeks|First dose date up to 20 months plus 30 days|Up to 20 months;Completed,;July 27, 2021
392,,;Completed,;September 10, 2018
393;Determine the MTD and recommended phase 2 dose of i.v. EZN-2208 administered q3wk.;2 years;Terminated,;February 14, 2022
394,,;Completed,;February 5, 2013
395;MTD defined as the dose preceding that at which 2 of 3 or 2 of 6 patients experience dose-limiting toxicity;21 days;Completed,;February 24, 2014
396;Adverse events accessment, changes of physical signs, laboratory examination and 12-lead electrocardiogram.|Maximum tolerated dose (MTD) and/or recommended Phase 2 dose (RP2D) of Kanitinib in subjects with advanced solid tumors;2 year|2 year;Completed,;September 3, 2020
397;Recommended Phase 2 Dose (RP2D) (Phase 1)|Anti-tumor Activity (Phase 2);Up to 48 months|Up to 60 months;Active, not recruiting,;December 8, 2022
398;To determine the occurrence of treatment-related adverse events meeting the criteria for dose limiting toxicities (DLTs)|The recommended phase II dose for FCN-011|Overall response rate (ORR) by Response Criteria in Solid Tumors (RECIST) v1.1;30 days|From first dose up to 30 days after last dose|Baseline up to approximately 1 year;Recruiting,;August 18, 2021
399;Maximum tolerated dose (MTD) of BAY1436032|Number of participants with adverse events as a measure of safety and tolerability of BAY1436032|Recommended Phase II Dose (RP2D) of BAY1436032;21 days|Up to 30 months|Up to 20 months;Active, not recruiting,;March 8, 2023
400;Number of Participants With Abnormal Laboratory Values and/or Adverse Events That Are Related to Treatment;Up to 2 approximately years;Completed,;October 23, 2019
401;MTD defined as the maximum dose at which fewer than one-third of patients experience dose-limiting toxicity (DLT) using National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.0|Pharmacokinetic (PK) parameters of tivantinib;"28 days|Pre-dose, 1, 2, 4, 6 and 8-12 hours day 1 of course 1; pre-dose day 1 of course 2";Completed,;July 2, 2015
402;The change in Tumor pressure|The change in Tumor stiffness;Up to 30 days|Up to 30 days;Recruiting,;December 12, 2022
403;dose-limiting toxicity (DLT)|analysis of primary efficacy indicators;Up to 21 days after first dose every subject|At the end of the time 3-6 months after last subject last dose;Not yet recruiting,;October 13, 2022
404;MTD of tanespimycin, gemcitabine hydrochloride, and cisplatin, determined by incidence of dose-limiting toxicity (DLT) graded according to the NCI Common Terminology Criteria for Adverse Events (CTCAE) version 3.0|Adverse events, graded according to NCI CTCAE version 3.0;21 days|Up to 30 days after completion of study treatment;Completed,;June 4, 2013
405;The number of patients reported adverse events;1-2 year;Completed,;July 14, 2015
406;Overall Survival;1 Year;Recruiting,;April 13, 2022
407;Maximum tolerated dose (MTD) of Genasense administered as a 2-hour IV infusion once a week (Part 1) and twice a week (Part 2) to patients with solid tumors;One year;Completed,;April 6, 2012
408;To evaluate the safety and tolerability of U3-1287 (AMG888) in patients with advanced solid tumors|To evaluate maximum tolerated dose (MTD) of U3-1287(AMG888) when administered intravenously to patients with advanced solid tumors;Lenth of study|Lenth of study;Completed,;July 29, 2010
